id,collection,Authors,Date,Description,Language,MeSH Headings,MeSH qualifiers,Publication place,Publisher,Rights,Rights holder,Rights uri,Title,Type,dc.date.accessioned,dc.date.available,dc.identifier.isbn,dc.identifier.uri
"278243","10665/26724","World Health Organization","2018","231 p.","en","Tuberculosis::Tuberculosis::600||Tuberculosis, Pulmonary::Tuberculosis, Pulmonary::600||Tuberculosis, Multidrug-Resistant::Tuberculosis, Multidrug-Resistant::600||Organizational Objectives::Organizational Objectives::600||Annual Report::Annual Report::600||Universal Health Insurance::Universal Health Insurance::600","epidemiology||prevention and control||economics","Geneva","World Health Organization","CC BY-NC-SA 3.0 IGO","World Health Organization","https://creativecommons.org/licenses/by-nc-sa/3.0/igo","Global tuberculosis report 2018","Publications","2018-09-18T07:36:41Z","2018-09-18T15:00:00Z","9789241565646","https://iris.who.int/handle/10665/274453"
